#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-04T15:39:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac4ee9a2255	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=H-K
#-out=J-K
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	H-K	(F7.3)	(H-K) colour (energy-weighted)	[ucd=phot.color;em.IR.H;em.IR.K]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;H-K;J-K
  6250;  0.50; 0.5;  0.482;  0.500;  0.249;  0.462;  1.064;  0.213;  0.194;  0.054;  0.248
  6250;  1.00; 0.5;  0.450;  0.518;  0.260;  0.481;  1.093;  0.221;  0.202;  0.054;  0.256
  6250;  1.50; 0.5;  0.391;  0.529;  0.271;  0.504;  1.120;  0.233;  0.208;  0.056;  0.264
  6250;  2.00; 0.5;  0.314;  0.547;  0.287;  0.534;  1.152;  0.247;  0.212;  0.060;  0.272
  6250;  2.50; 0.5;  0.265;  0.558;  0.295;  0.549;  1.172;  0.254;  0.220;  0.058;  0.278
  6250;  3.00; 0.5;  0.228;  0.561;  0.298;  0.556;  1.186;  0.258;  0.228;  0.055;  0.283
  6250;  3.50; 0.5;  0.194;  0.564;  0.302;  0.563;  1.198;  0.261;  0.236;  0.052;  0.288
  6250;  4.00; 0.5;  0.168;  0.568;  0.304;  0.567;  1.208;  0.263;  0.244;  0.048;  0.291
  6250;  4.50; 0.5;  0.149;  0.571;  0.307;  0.572;  1.217;  0.265;  0.250;  0.044;  0.294
  6250;  5.00; 0.5;  0.142;  0.577;  0.310;  0.577;  1.224;  0.266;  0.256;  0.040;  0.297
  6500;  0.50; 0.5;  0.419;  0.398;  0.196;  0.366;  0.857;  0.170;  0.151;  0.045;  0.196
  6500;  1.00; 0.5;  0.415;  0.415;  0.209;  0.386;  0.888;  0.177;  0.160;  0.044;  0.204
  6500;  1.50; 0.5;  0.376;  0.438;  0.220;  0.407;  0.914;  0.187;  0.165;  0.045;  0.211
  6500;  2.00; 0.5;  0.313;  0.455;  0.234;  0.434;  0.943;  0.200;  0.169;  0.049;  0.218
  6500;  2.50; 0.5;  0.239;  0.479;  0.251;  0.466;  0.976;  0.215;  0.174;  0.051;  0.226
  6500;  3.00; 0.5;  0.191;  0.492;  0.259;  0.482;  0.996;  0.223;  0.182;  0.049;  0.231
  6500;  3.50; 0.5;  0.154;  0.499;  0.264;  0.491;  1.011;  0.228;  0.189;  0.046;  0.235
  6500;  4.00; 0.5;  0.121;  0.506;  0.267;  0.499;  1.023;  0.231;  0.197;  0.042;  0.239
  6500;  4.50; 0.5;  0.095;  0.513;  0.271;  0.506;  1.033;  0.235;  0.205;  0.037;  0.242
  6500;  5.00; 0.5;  0.077;  0.520;  0.275;  0.512;  1.042;  0.237;  0.211;  0.033;  0.245
  6750;  0.50; 0.5;  0.365;  0.311;  0.152;  0.289;  0.675;  0.137;  0.113;  0.038;  0.151
  6750;  1.00; 0.5;  0.382;  0.325;  0.163;  0.307;  0.704;  0.144;  0.119;  0.037;  0.157
  6750;  1.50; 0.5;  0.373;  0.347;  0.175;  0.328;  0.731;  0.152;  0.125;  0.038;  0.163
  6750;  2.00; 0.5;  0.328;  0.375;  0.189;  0.352;  0.757;  0.163;  0.129;  0.041;  0.169
  6750;  2.50; 0.5;  0.260;  0.399;  0.204;  0.383;  0.789;  0.179;  0.133;  0.044;  0.177
  6750;  3.00; 0.5;  0.189;  0.424;  0.221;  0.414;  0.822;  0.194;  0.139;  0.045;  0.184
  6750;  3.50; 0.5;  0.142;  0.439;  0.229;  0.430;  0.841;  0.201;  0.146;  0.042;  0.188
  6750;  4.00; 0.5;  0.102;  0.449;  0.234;  0.441;  0.856;  0.207;  0.154;  0.038;  0.192
  6750;  4.50; 0.5;  0.067;  0.457;  0.238;  0.450;  0.869;  0.212;  0.162;  0.034;  0.195
  6750;  5.00; 0.5;  0.039;  0.466;  0.243;  0.459;  0.880;  0.216;  0.169;  0.030;  0.198
  7000;  0.50; 0.5;  0.290;  0.232;  0.109;  0.211;  0.540;  0.103;  0.090;  0.030;  0.121
  7000;  1.00; 0.5;  0.325;  0.242;  0.118;  0.226;  0.567;  0.108;  0.095;  0.030;  0.125
  7000;  1.50; 0.5;  0.338;  0.260;  0.129;  0.243;  0.591;  0.115;  0.099;  0.031;  0.130
  7000;  2.00; 0.5;  0.323;  0.288;  0.142;  0.266;  0.616;  0.124;  0.103;  0.032;  0.135
  7000;  2.50; 0.5;  0.269;  0.321;  0.157;  0.294;  0.644;  0.137;  0.106;  0.036;  0.142
  7000;  3.00; 0.5;  0.195;  0.350;  0.174;  0.329;  0.680;  0.155;  0.111;  0.039;  0.150
  7000;  3.50; 0.5;  0.128;  0.375;  0.189;  0.358;  0.710;  0.169;  0.118;  0.038;  0.156
  7000;  4.00; 0.5;  0.081;  0.391;  0.197;  0.374;  0.729;  0.177;  0.125;  0.034;  0.160
  7000;  4.50; 0.5;  0.039;  0.403;  0.203;  0.386;  0.744;  0.183;  0.133;  0.030;  0.163
  7000;  5.00; 0.5;  0.002;  0.414;  0.208;  0.397;  0.758;  0.189;  0.141;  0.026;  0.167
  7250;  1.00; 0.5;  0.306;  0.177;  0.077;  0.152;  0.475;  0.075;  0.087;  0.023;  0.110
  7250;  1.50; 0.5;  0.335;  0.194;  0.086;  0.167;  0.496;  0.081;  0.089;  0.024;  0.113
  7250;  2.00; 0.5;  0.343;  0.217;  0.097;  0.185;  0.517;  0.088;  0.091;  0.026;  0.117
  7250;  2.50; 0.5;  0.321;  0.250;  0.111;  0.210;  0.542;  0.100;  0.095;  0.027;  0.122
  7250;  3.00; 0.5;  0.260;  0.287;  0.127;  0.242;  0.573;  0.115;  0.099;  0.031;  0.130
  7250;  3.50; 0.5;  0.183;  0.318;  0.145;  0.278;  0.610;  0.133;  0.105;  0.032;  0.137
  7250;  4.00; 0.5;  0.120;  0.342;  0.158;  0.304;  0.638;  0.146;  0.112;  0.030;  0.142
  7250;  4.50; 0.5;  0.071;  0.358;  0.166;  0.320;  0.657;  0.154;  0.120;  0.026;  0.146
  7250;  5.00; 0.5;  0.026;  0.371;  0.173;  0.334;  0.674;  0.161;  0.128;  0.021;  0.149
  7500;  1.00; 0.5;  0.263;  0.124;  0.056;  0.122;  0.402;  0.066;  0.077;  0.017;  0.095
  7500;  1.50; 0.5;  0.309;  0.135;  0.062;  0.131;  0.419;  0.069;  0.077;  0.019;  0.097
  7500;  2.00; 0.5;  0.334;  0.158;  0.071;  0.146;  0.436;  0.075;  0.078;  0.022;  0.100
  7500;  2.50; 0.5;  0.339;  0.185;  0.081;  0.164;  0.455;  0.083;  0.080;  0.024;  0.104
  7500;  3.00; 0.5;  0.307;  0.224;  0.097;  0.193;  0.481;  0.096;  0.084;  0.024;  0.108
  7500;  3.50; 0.5;  0.237;  0.262;  0.114;  0.227;  0.517;  0.113;  0.090;  0.027;  0.117
  7500;  4.00; 0.5;  0.157;  0.295;  0.133;  0.264;  0.554;  0.131;  0.096;  0.027;  0.123
  7500;  4.50; 0.5;  0.098;  0.316;  0.144;  0.287;  0.579;  0.143;  0.104;  0.024;  0.128
  7500;  5.00; 0.5;  0.046;  0.332;  0.152;  0.304;  0.599;  0.152;  0.113;  0.019;  0.132
  7750;  1.00; 0.5;  0.169;  0.081;  0.050;  0.117;  0.346;  0.067;  0.066;  0.014;  0.080
  7750;  1.50; 0.5;  0.230;  0.077;  0.051;  0.118;  0.358;  0.067;  0.065;  0.017;  0.082
  7750;  2.00; 0.5;  0.270;  0.098;  0.058;  0.128;  0.371;  0.070;  0.064;  0.020;  0.084
  7750;  2.50; 0.5;  0.288;  0.125;  0.067;  0.144;  0.387;  0.077;  0.065;  0.022;  0.087
  7750;  3.00; 0.5;  0.285;  0.156;  0.077;  0.164;  0.405;  0.087;  0.067;  0.024;  0.091
  7750;  3.50; 0.5;  0.241;  0.199;  0.093;  0.194;  0.433;  0.101;  0.071;  0.024;  0.095
  7750;  4.00; 0.5;  0.161;  0.238;  0.112;  0.232;  0.473;  0.120;  0.079;  0.025;  0.104
  7750;  4.50; 0.5;  0.080;  0.269;  0.130;  0.266;  0.508;  0.137;  0.086;  0.024;  0.110
  7750;  5.00; 0.5;  0.024;  0.289;  0.139;  0.287;  0.530;  0.147;  0.095;  0.019;  0.114
  8000;  1.00; 0.5;  0.063;  0.059;  0.044;  0.101;  0.300;  0.057;  0.060;  0.005;  0.066
  8000;  1.50; 0.5;  0.144;  0.032;  0.034;  0.084;  0.299;  0.050;  0.058;  0.010;  0.068
  8000;  2.00; 0.5;  0.195;  0.046;  0.037;  0.089;  0.309;  0.052;  0.055;  0.014;  0.069
  8000;  2.50; 0.5;  0.227;  0.072;  0.044;  0.101;  0.321;  0.057;  0.054;  0.017;  0.071
  8000;  3.00; 0.5;  0.238;  0.103;  0.053;  0.118;  0.336;  0.065;  0.054;  0.019;  0.074
  8000;  3.50; 0.5;  0.227;  0.139;  0.064;  0.138;  0.354;  0.075;  0.057;  0.020;  0.077
  8000;  4.00; 0.5;  0.170;  0.183;  0.081;  0.171;  0.384;  0.090;  0.063;  0.019;  0.082
  8000;  4.50; 0.5;  0.083;  0.221;  0.100;  0.209;  0.424;  0.110;  0.071;  0.018;  0.090
  8000;  5.00; 0.5;  0.008;  0.249;  0.114;  0.239;  0.455;  0.125;  0.080;  0.016;  0.096
  8250;  1.00; 0.5; -0.064;  0.052;  0.049;  0.100;  0.278;  0.051;  0.061; -0.004;  0.057
  8250;  1.50; 0.5;  0.047;  0.001;  0.021;  0.052;  0.251;  0.031;  0.056;  0.000;  0.056
  8250;  2.00; 0.5;  0.109;  0.004;  0.020;  0.049;  0.254;  0.029;  0.052;  0.005;  0.057
  8250;  2.50; 0.5;  0.151;  0.026;  0.024;  0.057;  0.263;  0.032;  0.049;  0.009;  0.059
  8250;  3.00; 0.5;  0.175;  0.057;  0.032;  0.070;  0.274;  0.039;  0.049;  0.012;  0.061
  8250;  3.50; 0.5;  0.177;  0.092;  0.041;  0.088;  0.289;  0.047;  0.050;  0.014;  0.063
  8250;  4.00; 0.5;  0.152;  0.131;  0.052;  0.110;  0.308;  0.058;  0.053;  0.013;  0.066
  8250;  4.50; 0.5;  0.080;  0.177;  0.070;  0.146;  0.341;  0.076;  0.060;  0.011;  0.071
  8250;  5.00; 0.5; -0.013;  0.212;  0.089;  0.183;  0.381;  0.095;  0.070;  0.009;  0.079
  8500;  1.50; 0.5; -0.036; -0.012;  0.025;  0.057;  0.207;  0.032;  0.048; -0.008;  0.040
  8500;  2.00; 0.5;  0.036; -0.023;  0.017;  0.042;  0.203;  0.025;  0.043; -0.002;  0.041
  8500;  2.50; 0.5;  0.086; -0.007;  0.019;  0.045;  0.207;  0.026;  0.040;  0.002;  0.042
  8500;  3.00; 0.5;  0.119;  0.021;  0.024;  0.055;  0.216;  0.031;  0.038;  0.006;  0.044
  8500;  3.50; 0.5;  0.133;  0.056;  0.031;  0.069;  0.227;  0.038;  0.037;  0.008;  0.046
  8500;  4.00; 0.5;  0.125;  0.094;  0.040;  0.087;  0.242;  0.047;  0.039;  0.009;  0.048
  8500;  4.50; 0.5;  0.086;  0.137;  0.052;  0.112;  0.261;  0.059;  0.044;  0.007;  0.051
  8500;  5.00; 0.5; -0.001;  0.180;  0.071;  0.149;  0.297;  0.078;  0.052;  0.003;  0.056
  8750;  1.50; 0.5; -0.111; -0.019;  0.034;  0.074;  0.160;  0.040;  0.035; -0.013;  0.022
  8750;  2.00; 0.5; -0.030; -0.040;  0.019;  0.048;  0.145;  0.028;  0.030; -0.008;  0.021
  8750;  2.50; 0.5;  0.025; -0.032;  0.017;  0.044;  0.146;  0.027;  0.025; -0.003;  0.023
  8750;  3.00; 0.5;  0.065; -0.008;  0.020;  0.049;  0.151;  0.030;  0.022;  0.002;  0.024
  8750;  3.50; 0.5;  0.089;  0.025;  0.025;  0.061;  0.159;  0.035;  0.021;  0.005;  0.026
  8750;  4.00; 0.5;  0.093;  0.063;  0.033;  0.076;  0.170;  0.043;  0.022;  0.006;  0.028
  8750;  4.50; 0.5;  0.072;  0.103;  0.042;  0.095;  0.185;  0.053;  0.025;  0.005;  0.030
  8750;  5.00; 0.5;  0.015;  0.148;  0.056;  0.123;  0.207;  0.067;  0.030;  0.001;  0.032
  9000;  1.50; 0.5; -0.183; -0.026;  0.035;  0.071;  0.109;  0.036;  0.025; -0.018;  0.007
  9000;  2.00; 0.5; -0.092; -0.054;  0.015;  0.035;  0.084;  0.020;  0.018; -0.015;  0.003
  9000;  2.50; 0.5; -0.032; -0.053;  0.009;  0.025;  0.081;  0.016;  0.014; -0.009;  0.005
  9000;  3.00; 0.5;  0.012; -0.034;  0.009;  0.027;  0.083;  0.017;  0.011; -0.004;  0.006
  9000;  3.50; 0.5;  0.042; -0.005;  0.013;  0.035;  0.089;  0.022;  0.009; -0.001;  0.008
  9000;  4.00; 0.5;  0.053;  0.031;  0.019;  0.047;  0.097;  0.029;  0.008;  0.001;  0.010
  9000;  4.50; 0.5;  0.044;  0.071;  0.026;  0.063;  0.108;  0.037;  0.010;  0.001;  0.012
  9000;  5.00; 0.5;  0.012;  0.112;  0.035;  0.082;  0.123;  0.048;  0.015; -0.001;  0.015
  9250;  2.00; 0.5; -0.148; -0.064;  0.003; -0.002;  0.035; -0.004;  0.017; -0.020; -0.003
  9250;  2.50; 0.5; -0.084; -0.068; -0.006; -0.017;  0.027; -0.011;  0.012; -0.014; -0.002
  9250;  3.00; 0.5; -0.037; -0.055; -0.008; -0.019;  0.028; -0.011;  0.009; -0.009;  0.000
  9250;  3.50; 0.5; -0.004; -0.029; -0.006; -0.014;  0.032; -0.008;  0.006; -0.005;  0.002
  9250;  4.00; 0.5;  0.015;  0.005; -0.002; -0.004;  0.038; -0.002;  0.005; -0.002;  0.003
  9250;  4.50; 0.5;  0.014;  0.044;  0.003;  0.009;  0.046;  0.005;  0.006; -0.001;  0.005
  9250;  5.00; 0.5; -0.009;  0.086;  0.011;  0.026;  0.058;  0.015;  0.010; -0.002;  0.008
  9500;  2.00; 0.5; -0.192; -0.069; -0.001; -0.016; -0.018; -0.014;  0.013; -0.024; -0.010
  9500;  2.50; 0.5; -0.124; -0.078; -0.013; -0.035; -0.030; -0.023;  0.008; -0.019; -0.011
  9500;  3.00; 0.5; -0.073; -0.068; -0.017; -0.041; -0.032; -0.024;  0.004; -0.013; -0.009
  9500;  3.50; 0.5; -0.036; -0.046; -0.016; -0.039; -0.029; -0.022;  0.002; -0.008; -0.007
  9500;  4.00; 0.5; -0.012; -0.015; -0.014; -0.031; -0.025; -0.018;  0.000; -0.005; -0.005
  9500;  4.50; 0.5; -0.007;  0.022; -0.009; -0.020; -0.019; -0.011;  0.001; -0.004; -0.003
  9500;  5.00; 0.5; -0.023;  0.064; -0.003; -0.006; -0.010; -0.003;  0.004; -0.004; -0.001
  9750;  2.00; 0.5; -0.234; -0.072; -0.002; -0.020; -0.060; -0.018;  0.007; -0.027; -0.020
  9750;  2.50; 0.5; -0.162; -0.083; -0.015; -0.043; -0.076; -0.028;  0.001; -0.023; -0.022
  9750;  3.00; 0.5; -0.108; -0.078; -0.020; -0.052; -0.080; -0.031; -0.002; -0.018; -0.020
  9750;  3.50; 0.5; -0.068; -0.059; -0.022; -0.052; -0.078; -0.030; -0.005; -0.012; -0.018
  9750;  4.00; 0.5; -0.040; -0.031; -0.020; -0.047; -0.075; -0.026; -0.007; -0.009; -0.016
  9750;  4.50; 0.5; -0.029;  0.004; -0.017; -0.038; -0.070; -0.020; -0.007; -0.007; -0.013
  9750;  5.00; 0.5; -0.039;  0.045; -0.013; -0.025; -0.063; -0.013; -0.005; -0.007; -0.012
 10000;  2.00; 0.5; -0.289; -0.077;  0.000; -0.019; -0.089; -0.018;  0.000; -0.028; -0.029
 10000;  2.50; 0.5; -0.213; -0.091; -0.014; -0.043; -0.108; -0.030; -0.006; -0.026; -0.032
 10000;  3.00; 0.5; -0.157; -0.088; -0.021; -0.054; -0.114; -0.034; -0.010; -0.021; -0.031
 10000;  3.50; 0.5; -0.114; -0.072; -0.023; -0.057; -0.114; -0.034; -0.013; -0.015; -0.028
 10000;  4.00; 0.5; -0.083; -0.047; -0.023; -0.054; -0.111; -0.031; -0.015; -0.011; -0.026
 10000;  4.50; 0.5; -0.067; -0.014; -0.021; -0.047; -0.107; -0.025; -0.015; -0.009; -0.024
 10000;  5.00; 0.5; -0.071;  0.025; -0.018; -0.036; -0.102; -0.019; -0.013; -0.009; -0.022
 10500;  2.00; 0.5; -0.390; -0.089;  0.002; -0.016; -0.134; -0.018; -0.010; -0.033; -0.043
 10500;  2.50; 0.5; -0.311; -0.105; -0.012; -0.042; -0.157; -0.030; -0.016; -0.032; -0.048
 10500;  3.00; 0.5; -0.252; -0.105; -0.020; -0.056; -0.167; -0.036; -0.020; -0.028; -0.049
 10500;  3.50; 0.5; -0.205; -0.095; -0.025; -0.063; -0.170; -0.038; -0.023; -0.024; -0.047
 10500;  4.00; 0.5; -0.169; -0.075; -0.027; -0.063; -0.169; -0.036; -0.025; -0.019; -0.044
 10500;  4.50; 0.5; -0.146; -0.047; -0.027; -0.060; -0.167; -0.032; -0.026; -0.016; -0.042
 10500;  5.00; 0.5; -0.139; -0.011; -0.026; -0.053; -0.163; -0.027; -0.024; -0.015; -0.039
 11000;  2.50; 0.5; -0.394; -0.119; -0.013; -0.045; -0.216; -0.032; -0.027; -0.038; -0.065
 11000;  3.00; 0.5; -0.335; -0.121; -0.022; -0.060; -0.228; -0.039; -0.031; -0.035; -0.067
 11000;  3.50; 0.5; -0.287; -0.114; -0.027; -0.069; -0.233; -0.041; -0.035; -0.032; -0.066
 11000;  4.00; 0.5; -0.249; -0.098; -0.031; -0.072; -0.234; -0.041; -0.037; -0.028; -0.064
 11000;  4.50; 0.5; -0.220; -0.075; -0.032; -0.071; -0.233; -0.039; -0.037; -0.024; -0.062
 11000;  5.00; 0.5; -0.206; -0.043; -0.032; -0.067; -0.231; -0.035; -0.036; -0.023; -0.059
 11500;  2.50; 0.5; -0.488; -0.141; -0.017; -0.053; -0.286; -0.037; -0.041; -0.043; -0.084
 11500;  3.00; 0.5; -0.431; -0.144; -0.025; -0.068; -0.299; -0.043; -0.046; -0.041; -0.087
 11500;  3.50; 0.5; -0.383; -0.138; -0.030; -0.077; -0.306; -0.047; -0.049; -0.038; -0.087
 11500;  4.00; 0.5; -0.344; -0.124; -0.034; -0.082; -0.309; -0.048; -0.051; -0.034; -0.086
 11500;  4.50; 0.5; -0.314; -0.104; -0.037; -0.083; -0.310; -0.046; -0.052; -0.031; -0.084
 11500;  5.00; 0.5; -0.295; -0.077; -0.038; -0.081; -0.309; -0.043; -0.052; -0.029; -0.081
 12000;  2.50; 0.5; -0.487; -0.129; -0.031; -0.077; -0.293; -0.045; -0.032; -0.042; -0.074
 12000;  3.00; 0.5; -0.432; -0.133; -0.038; -0.090; -0.305; -0.052; -0.037; -0.040; -0.077
 12000;  3.50; 0.5; -0.387; -0.128; -0.044; -0.099; -0.312; -0.055; -0.040; -0.038; -0.078
 12000;  4.00; 0.5; -0.349; -0.117; -0.048; -0.104; -0.317; -0.057; -0.043; -0.035; -0.077
 12000;  4.50; 0.5; -0.317; -0.100; -0.051; -0.107; -0.319; -0.056; -0.044; -0.032; -0.076
 12000;  5.00; 0.5; -0.294; -0.076; -0.053; -0.107; -0.319; -0.054; -0.043; -0.030; -0.074
 12500;  2.50; 0.5; -0.533; -0.137; -0.036; -0.087; -0.328; -0.050; -0.037; -0.045; -0.082
 12500;  3.00; 0.5; -0.482; -0.141; -0.043; -0.099; -0.339; -0.056; -0.041; -0.044; -0.085
 12500;  3.50; 0.5; -0.440; -0.137; -0.047; -0.107; -0.346; -0.060; -0.045; -0.041; -0.086
 12500;  4.00; 0.5; -0.403; -0.127; -0.051; -0.112; -0.350; -0.061; -0.047; -0.039; -0.086
 12500;  4.50; 0.5; -0.373; -0.111; -0.054; -0.116; -0.353; -0.061; -0.048; -0.037; -0.085
 12500;  5.00; 0.5; -0.349; -0.090; -0.057; -0.117; -0.355; -0.060; -0.048; -0.035; -0.083
 13000;  2.50; 0.5; -0.575; -0.144; -0.041; -0.097; -0.361; -0.056; -0.041; -0.048; -0.090
 13000;  3.00; 0.5; -0.525; -0.149; -0.047; -0.108; -0.371; -0.061; -0.045; -0.047; -0.092
 13000;  3.50; 0.5; -0.486; -0.146; -0.051; -0.115; -0.377; -0.064; -0.049; -0.045; -0.093
 13000;  4.00; 0.5; -0.452; -0.136; -0.055; -0.120; -0.381; -0.066; -0.051; -0.043; -0.093
 13000;  4.50; 0.5; -0.423; -0.122; -0.058; -0.123; -0.385; -0.066; -0.052; -0.041; -0.093
 13000;  5.00; 0.5; -0.400; -0.102; -0.060; -0.125; -0.387; -0.065; -0.052; -0.040; -0.091
 14000;  2.50; 0.5; -0.648; -0.157; -0.050; -0.116; -0.421; -0.065; -0.049; -0.054; -0.103
 14000;  3.00; 0.5; -0.599; -0.163; -0.056; -0.126; -0.430; -0.070; -0.053; -0.053; -0.106
 14000;  3.50; 0.5; -0.563; -0.160; -0.059; -0.132; -0.434; -0.073; -0.056; -0.051; -0.106
 14000;  4.00; 0.5; -0.534; -0.152; -0.062; -0.135; -0.437; -0.074; -0.057; -0.049; -0.106
 14000;  4.50; 0.5; -0.510; -0.139; -0.064; -0.138; -0.440; -0.074; -0.059; -0.047; -0.106
 14000;  5.00; 0.5; -0.490; -0.122; -0.066; -0.140; -0.443; -0.073; -0.059; -0.046; -0.105
 15000;  2.50; 0.5; -0.713; -0.168; -0.059; -0.134; -0.476; -0.075; -0.057; -0.059; -0.116
 15000;  3.00; 0.5; -0.661; -0.176; -0.064; -0.143; -0.483; -0.079; -0.060; -0.058; -0.118
 15000;  3.50; 0.5; -0.626; -0.174; -0.067; -0.148; -0.485; -0.081; -0.062; -0.056; -0.118
 15000;  4.00; 0.5; -0.600; -0.166; -0.069; -0.150; -0.486; -0.081; -0.063; -0.054; -0.118
 15000;  4.50; 0.5; -0.579; -0.154; -0.070; -0.152; -0.488; -0.081; -0.064; -0.053; -0.117
 15000;  5.00; 0.5; -0.563; -0.139; -0.072; -0.153; -0.490; -0.081; -0.065; -0.052; -0.117
 16000;  2.50; 0.5; -0.773; -0.177; -0.067; -0.151; -0.528; -0.083; -0.064; -0.065; -0.129
 16000;  3.00; 0.5; -0.716; -0.187; -0.073; -0.160; -0.532; -0.088; -0.066; -0.063; -0.129
 16000;  3.50; 0.5; -0.681; -0.185; -0.075; -0.163; -0.532; -0.089; -0.068; -0.061; -0.129
 16000;  4.00; 0.5; -0.655; -0.178; -0.076; -0.165; -0.532; -0.089; -0.069; -0.059; -0.128
 16000;  4.50; 0.5; -0.637; -0.167; -0.077; -0.165; -0.532; -0.088; -0.070; -0.058; -0.128
 16000;  5.00; 0.5; -0.623; -0.153; -0.078; -0.166; -0.533; -0.087; -0.070; -0.057; -0.127
 17000;  2.50; 0.5; -0.830; -0.183; -0.073; -0.164; -0.576; -0.091; -0.071; -0.071; -0.142
 17000;  3.00; 0.5; -0.766; -0.197; -0.080; -0.176; -0.579; -0.096; -0.072; -0.068; -0.141
 17000;  3.50; 0.5; -0.728; -0.196; -0.081; -0.178; -0.576; -0.097; -0.073; -0.066; -0.139
 17000;  4.00; 0.5; -0.703; -0.190; -0.082; -0.178; -0.573; -0.096; -0.074; -0.064; -0.138
 17000;  4.50; 0.5; -0.685; -0.179; -0.083; -0.178; -0.572; -0.095; -0.074; -0.063; -0.137
 17000;  5.00; 0.5; -0.673; -0.166; -0.084; -0.178; -0.573; -0.094; -0.074; -0.062; -0.136
 18000;  3.00; 0.5; -0.812; -0.205; -0.087; -0.191; -0.624; -0.104; -0.079; -0.073; -0.152
 18000;  3.50; 0.5; -0.772; -0.206; -0.088; -0.193; -0.618; -0.104; -0.079; -0.071; -0.150
 18000;  4.00; 0.5; -0.746; -0.200; -0.089; -0.192; -0.613; -0.103; -0.079; -0.069; -0.148
 18000;  4.50; 0.5; -0.728; -0.190; -0.089; -0.191; -0.610; -0.102; -0.079; -0.067; -0.146
 18000;  5.00; 0.5; -0.717; -0.178; -0.090; -0.190; -0.609; -0.101; -0.079; -0.067; -0.145
 19000;  3.00; 0.5; -0.857; -0.210; -0.092; -0.203; -0.666; -0.111; -0.085; -0.079; -0.164
 19000;  3.50; 0.5; -0.812; -0.214; -0.095; -0.206; -0.658; -0.111; -0.084; -0.076; -0.160
 19000;  4.00; 0.5; -0.785; -0.210; -0.095; -0.205; -0.651; -0.110; -0.084; -0.073; -0.157
 19000;  4.50; 0.5; -0.767; -0.201; -0.095; -0.203; -0.646; -0.108; -0.083; -0.072; -0.155
 19000;  5.00; 0.5; -0.756; -0.189; -0.095; -0.202; -0.644; -0.107; -0.083; -0.071; -0.154
 20000;  3.00; 0.5; -0.900; -0.215; -0.097; -0.213; -0.703; -0.116; -0.091; -0.084; -0.176
 20000;  3.50; 0.5; -0.851; -0.221; -0.101; -0.219; -0.697; -0.118; -0.090; -0.080; -0.170
 20000;  4.00; 0.5; -0.821; -0.218; -0.101; -0.218; -0.688; -0.117; -0.089; -0.078; -0.166
 20000;  4.50; 0.5; -0.802; -0.210; -0.101; -0.216; -0.681; -0.115; -0.088; -0.076; -0.164
 20000;  5.00; 0.5; -0.791; -0.199; -0.101; -0.214; -0.677; -0.113; -0.087; -0.075; -0.162
 21000;  3.00; 0.5; -0.941; -0.218; -0.100; -0.219; -0.733; -0.119; -0.096; -0.089; -0.185
 21000;  3.50; 0.5; -0.888; -0.226; -0.105; -0.229; -0.733; -0.124; -0.096; -0.085; -0.181
 21000;  4.00; 0.5; -0.856; -0.225; -0.106; -0.230; -0.724; -0.123; -0.094; -0.082; -0.176
